ID,Average_Grade,Total_Failures,Total_Courses,Avg_Practical,Avg_Theoretical,Failure_Rate,Absence_Count,Cluster
964,37.333333333333336,0,3,19.0,18.333333333333332,0.0,0.0,3
966,64.4,0,5,18.0,46.4,0.0,0.0,3
967,51.888888888888886,1,18,14.055555555555555,37.833333333333336,5.555555555555555,1.0,3
968,37.0,1,3,14.0,23.0,33.33333333333333,0.0,3
970,65.0,0,1,23.0,42.0,0.0,0.0,3
980,42.333333333333336,1,3,11.333333333333334,31.0,33.33333333333333,0.0,0
981,53.0,0,7,20.142857142857142,32.857142857142854,0.0,0.0,3
984,32.729729729729726,13,37,10.18918918918919,22.54054054054054,35.13513513513514,9.0,2
988,72.0,0,2,26.5,45.5,0.0,0.0,3
989,65.5,0,2,23.0,42.5,0.0,0.0,3
991,91.0,0,1,29.0,62.0,0.0,0.0,3
992,57.5,0,6,15.333333333333334,42.166666666666664,0.0,0.0,3
993,58.588235294117645,0,17,17.88235294117647,40.705882352941174,0.0,0.0,3
996,49.5,0,4,18.25,31.25,0.0,0.0,3
1017,76.0,0,1,35.0,41.0,0.0,0.0,3
1020,66.0,0,12,18.0,48.0,0.0,0.0,3
1022,43.5,1,2,13.0,30.5,50.0,0.0,0
1023,15.0,0,1,0.0,15.0,0.0,0.0,0
1027,73.0,0,1,28.0,45.0,0.0,0.0,3
1031,41.13333333333333,2,15,15.866666666666667,25.266666666666666,13.333333333333334,1.0,3
1041,0.0,1,1,0.0,0.0,100.0,0.0,1
1043,25.125,5,8,9.625,15.5,62.5,3.0,1
1049,72.5,0,2,20.5,52.0,0.0,0.0,3
1051,66.5,0,2,26.5,40.0,0.0,0.0,3
1052,51.2,0,5,19.0,32.2,0.0,0.0,3
1053,57.666666666666664,0,3,23.666666666666668,34.0,0.0,0.0,3
1055,71.0,0,1,21.0,50.0,0.0,0.0,3
1057,64.0,0,1,19.0,45.0,0.0,0.0,3
1058,68.0,0,1,24.0,44.0,0.0,0.0,3
1059,58.0,0,3,19.666666666666668,38.333333333333336,0.0,0.0,3
1060,94.0,0,1,25.0,69.0,0.0,0.0,3
1061,53.5,0,2,19.0,34.5,0.0,0.0,3
1062,47.18181818181818,1,11,16.363636363636363,30.818181818181817,9.090909090909092,0.0,3
1063,62.72727272727273,0,11,19.454545454545453,43.27272727272727,0.0,0.0,3
1065,41.0,0,1,12.0,29.0,0.0,0.0,0
1066,71.5,0,10,18.9,52.6,0.0,0.0,3
1070,53.48,0,25,18.32,35.16,0.0,0.0,3
1071,90.0,0,1,42.0,48.0,0.0,0.0,3
1072,56.666666666666664,0,3,24.0,32.666666666666664,0.0,0.0,3
1074,47.22222222222222,4,27,16.444444444444443,30.77777777777778,14.814814814814813,1.0,3
1075,45.2,0,5,15.8,29.4,0.0,0.0,3
1076,71.33333333333333,0,3,24.0,47.333333333333336,0.0,0.0,3
1080,0.0,4,4,0.0,0.0,100.0,1.0,1
1081,27.75,1,4,16.0,11.75,25.0,1.0,3
1083,55.857142857142854,0,7,16.857142857142858,39.0,0.0,0.0,3
1084,53.42857142857143,0,7,19.428571428571427,34.0,0.0,0.0,3
1085,67.75,0,4,21.5,46.25,0.0,0.0,3
1087,44.0,5,30,11.533333333333333,32.46666666666667,16.666666666666664,0.0,3
1089,28.0,1,2,0.0,28.0,50.0,1.0,0
1090,58.0,2,12,14.083333333333334,43.916666666666664,16.666666666666664,1.0,3
1093,73.0,0,1,10.0,63.0,0.0,0.0,0
1095,71.5,0,2,32.5,39.0,0.0,0.0,3
1101,65.66666666666667,0,3,20.666666666666668,45.0,0.0,0.0,3
1102,71.0,0,3,16.0,55.0,0.0,0.0,3
1103,32.0,0,1,20.0,12.0,0.0,0.0,3
1104,48.91304347826087,4,23,15.434782608695652,33.47826086956522,17.391304347826086,2.0,3
1105,74.0,0,1,26.0,48.0,0.0,0.0,3
1106,83.0,0,1,18.0,65.0,0.0,0.0,3
1109,47.888888888888886,3,27,13.222222222222221,34.666666666666664,11.11111111111111,2.0,3
1116,43.0,0,4,6.5,36.5,0.0,0.0,0
1121,80.4,0,20,17.55,62.85,0.0,0.0,3
1126,41.4,2,5,9.4,32.0,40.0,1.0,0
1128,37.5,0,2,15.0,22.5,0.0,0.0,3
1130,53.63636363636363,0,11,17.272727272727273,36.36363636363637,0.0,0.0,3
1131,58.333333333333336,0,15,17.533333333333335,40.8,0.0,0.0,3
1132,91.0,0,1,24.0,67.0,0.0,0.0,3
1136,65.75,0,8,23.125,42.625,0.0,0.0,3
1138,71.4,0,10,25.6,45.8,0.0,0.0,3
1140,61.8,0,15,9.933333333333334,51.86666666666667,0.0,0.0,0
1141,43.638888888888886,7,36,12.777777777777779,30.86111111111111,19.444444444444446,5.0,2
1142,73.18181818181819,0,11,16.545454545454547,56.63636363636363,0.0,0.0,3
1143,15.5,5,6,2.3333333333333335,13.166666666666666,83.33333333333334,5.0,1
1144,50.5945945945946,5,37,14.756756756756756,35.83783783783784,13.513513513513514,5.0,2
1145,52.92307692307692,2,13,13.153846153846153,39.76923076923077,15.384615384615385,1.0,3
1146,38.529411764705884,4,17,12.764705882352942,25.764705882352942,23.52941176470588,4.0,2
1147,76.33333333333333,0,3,29.333333333333332,47.0,0.0,0.0,3
1148,40.256410256410255,7,39,11.692307692307692,28.564102564102566,17.94871794871795,3.0,2
1149,32.0,0,5,20.0,12.0,0.0,0.0,3
1150,56.3125,1,16,16.3125,40.0,6.25,0.0,3
1151,87.0,0,1,24.0,63.0,0.0,0.0,3
1152,60.0,0,3,24.666666666666668,35.333333333333336,0.0,0.0,3
1159,43.666666666666664,0,3,22.666666666666668,21.0,0.0,0.0,3
1162,49.25,0,4,16.5,32.75,0.0,0.0,3
1163,23.333333333333332,2,3,7.333333333333333,16.0,66.66666666666666,1.0,1
1164,75.0,0,2,17.5,57.5,0.0,0.0,3
1166,59.76923076923077,2,26,13.653846153846153,46.11538461538461,7.6923076923076925,0.0,3
1167,46.142857142857146,7,35,12.114285714285714,34.02857142857143,20.0,5.0,2
1168,41.0,0,3,17.0,24.0,0.0,0.0,3
1171,48.93023255813954,0,43,14.953488372093023,33.97674418604651,0.0,0.0,3
1172,42.53703703703704,5,54,12.537037037037036,30.0,9.25925925925926,3.0,2
1173,69.16666666666667,0,12,17.333333333333332,51.833333333333336,0.0,0.0,3
1175,66.6923076923077,0,13,11.615384615384615,55.07692307692308,0.0,0.0,0
1176,72.0,0,9,16.555555555555557,55.44444444444444,0.0,0.0,3
1177,70.33333333333333,1,9,15.333333333333334,55.0,11.11111111111111,1.0,3
1178,75.11111111111111,0,9,18.555555555555557,56.55555555555556,0.0,0.0,3
1179,0.0,6,6,0.0,0.0,100.0,0.0,1
1180,36.77272727272727,8,22,10.090909090909092,26.681818181818183,36.36363636363637,5.0,2
1182,56.333333333333336,1,3,8.666666666666666,47.666666666666664,33.33333333333333,1.0,0
1183,65.33333333333333,0,3,27.0,38.333333333333336,0.0,0.0,3
1184,77.0,0,8,18.0,59.0,0.0,0.0,3
1185,53.30769230769231,1,26,14.076923076923077,39.23076923076923,3.8461538461538463,0.0,3
1186,56.724137931034484,1,29,13.96551724137931,42.758620689655174,3.4482758620689653,1.0,3
1187,78.0,0,1,16.0,62.0,0.0,0.0,0
1188,87.5,0,2,22.5,65.0,0.0,0.0,3
1189,91.6,0,10,24.9,66.7,0.0,0.0,3
1190,35.888888888888886,7,45,12.2,23.68888888888889,15.555555555555555,4.0,2
1191,60.86666666666667,0,15,20.2,40.666666666666664,0.0,0.0,3
1192,56.8,1,15,16.733333333333334,40.06666666666667,6.666666666666667,0.0,3
1193,52.048780487804876,2,41,13.097560975609756,38.951219512195124,4.878048780487805,0.0,3
1194,42.6,2,5,12.8,29.8,40.0,0.0,3
1195,45.285714285714285,5,42,11.857142857142858,33.42857142857143,11.904761904761903,2.0,2
1196,65.4,0,10,18.3,47.1,0.0,0.0,3
1197,52.5,0,2,17.0,35.5,0.0,0.0,3
1200,47.8,0,5,21.2,26.6,0.0,0.0,3
1201,60.8,0,5,22.4,38.4,0.0,0.0,3
1202,49.976190476190474,4,42,13.357142857142858,36.61904761904762,9.523809523809524,3.0,2
1203,46.291666666666664,4,48,12.5625,33.729166666666664,8.333333333333332,2.0,2
1204,44.25,7,32,12.0,32.25,21.875,6.0,2
1206,74.4,0,10,19.0,55.4,0.0,0.0,3
1207,61.0,0,5,18.4,42.6,0.0,0.0,3
1208,68.6875,0,16,20.5625,48.125,0.0,0.0,3
1209,61.72,0,25,16.84,44.88,0.0,0.0,3
1210,65.0,0,3,22.666666666666668,42.333333333333336,0.0,0.0,3
1211,68.0,0,1,28.0,40.0,0.0,0.0,3
1212,44.43478260869565,3,23,14.173913043478262,30.26086956521739,13.043478260869565,3.0,3
1213,35.816326530612244,9,49,10.387755102040817,25.428571428571427,18.367346938775512,5.0,2
1214,36.148148148148145,4,27,8.555555555555555,27.59259259259259,14.814814814814813,1.0,2
1216,65.5,0,12,19.5,46.0,0.0,0.0,3
1217,59.0,0,3,10.666666666666666,48.333333333333336,0.0,0.0,0
1219,41.825,7,40,12.45,29.375,17.5,7.0,2
1220,47.029411764705884,6,34,14.764705882352942,32.26470588235294,17.647058823529413,5.0,2
1223,42.0,1,3,11.666666666666666,30.333333333333332,33.33333333333333,1.0,0
1224,64.27272727272727,1,11,16.09090909090909,48.18181818181818,9.090909090909092,1.0,3
1225,47.725,2,40,15.95,31.775,5.0,1.0,3
1226,0.0,6,6,0.0,0.0,100.0,6.0,1
1227,49.77777777777778,2,27,16.074074074074073,33.7037037037037,7.4074074074074066,2.0,3
1229,75.77777777777777,0,9,16.333333333333332,59.44444444444444,0.0,0.0,3
1230,46.41935483870968,1,31,17.451612903225808,28.967741935483872,3.225806451612903,1.0,3
1232,42.666666666666664,0,6,13.666666666666666,29.0,0.0,0.0,3
1233,49.25,0,4,17.0,32.25,0.0,0.0,3
1234,47.69444444444444,5,36,14.11111111111111,33.583333333333336,13.88888888888889,3.0,2
1236,53.0,0,3,23.666666666666668,29.333333333333332,0.0,0.0,3
1237,58.56,0,25,19.48,39.08,0.0,0.0,3
1238,81.0,0,2,19.0,62.0,0.0,0.0,3
1239,64.63636363636364,0,11,20.727272727272727,43.90909090909091,0.0,0.0,3
1240,68.0,0,1,26.0,42.0,0.0,0.0,3
1241,47.916666666666664,1,36,12.944444444444445,34.97222222222222,2.7777777777777777,0.0,3
1242,57.52173913043478,0,23,19.47826086956522,38.04347826086956,0.0,0.0,3
1243,74.0,0,1,27.0,47.0,0.0,0.0,3
1244,46.75,7,24,15.125,31.625,29.166666666666668,6.0,2
1245,79.0,0,2,24.0,55.0,0.0,0.0,3
1246,66.6875,1,16,18.625,48.0625,6.25,1.0,3
1247,31.6,6,15,14.733333333333333,16.866666666666667,40.0,6.0,2
1248,39.054054054054056,8,37,12.621621621621621,26.43243243243243,21.62162162162162,8.0,2
1249,62.0,0,13,16.76923076923077,45.23076923076923,0.0,0.0,3
1250,64.54166666666667,0,24,18.875,45.666666666666664,0.0,0.0,3
1251,56.82142857142857,1,28,16.571428571428573,40.25,3.571428571428571,1.0,3
1252,47.333333333333336,0,3,22.333333333333332,25.0,0.0,0.0,3
1253,51.357142857142854,0,28,15.5,35.857142857142854,0.0,0.0,3
1255,51.95454545454545,5,22,16.681818181818183,35.27272727272727,22.727272727272727,5.0,2
1257,38.0,9,46,12.891304347826088,25.108695652173914,19.565217391304348,7.0,2
1258,54.172413793103445,0,29,16.24137931034483,37.93103448275862,0.0,0.0,3
1259,68.72727272727273,0,11,16.454545454545453,52.27272727272727,0.0,0.0,3
1260,0.0,6,6,0.0,0.0,100.0,6.0,1
1261,64.42105263157895,0,19,17.94736842105263,46.473684210526315,0.0,0.0,3
1262,72.0,0,9,19.333333333333332,52.666666666666664,0.0,0.0,3
1264,57.0,0,1,28.0,29.0,0.0,0.0,3
1265,54.54545454545455,0,11,20.09090909090909,34.45454545454545,0.0,0.0,3
1267,56.333333333333336,0,18,20.055555555555557,36.27777777777778,0.0,0.0,3
1268,48.54054054054054,0,37,15.27027027027027,33.270270270270274,0.0,0.0,3
1271,77.75,0,4,24.0,53.75,0.0,0.0,3
1273,44.5,1,2,15.5,29.0,50.0,1.0,3
1275,56.04,1,25,17.68,38.36,4.0,1.0,3
1276,70.0,0,2,29.0,41.0,0.0,0.0,3
1277,71.5,0,2,22.0,49.5,0.0,0.0,3
1278,66.58333333333333,1,12,17.166666666666668,49.416666666666664,8.333333333333332,0.0,3
1279,69.0,0,2,19.5,49.5,0.0,0.0,3
1280,50.095238095238095,5,21,19.857142857142858,30.238095238095237,23.809523809523807,5.0,2
1281,46.90625,7,32,15.15625,31.75,21.875,7.0,2
1283,74.44444444444444,0,9,20.22222222222222,54.22222222222222,0.0,0.0,3
1284,54.925925925925924,0,27,14.925925925925926,40.0,0.0,0.0,3
1285,75.8,0,10,20.2,55.6,0.0,0.0,3
1286,70.0,0,8,20.625,49.375,0.0,0.0,3
1287,65.25,0,12,12.333333333333334,52.916666666666664,0.0,0.0,0
1288,54.94117647058823,0,17,19.0,35.94117647058823,0.0,0.0,3
1289,68.28571428571429,0,14,20.571428571428573,47.714285714285715,0.0,0.0,3
1290,51.375,7,32,16.5,34.875,21.875,6.0,2
1291,90.33333333333333,0,6,21.666666666666668,68.66666666666667,0.0,0.0,3
1292,56.333333333333336,0,21,17.80952380952381,38.523809523809526,0.0,0.0,3
1294,36.53125,16,32,7.59375,28.9375,50.0,11.0,2
1295,68.48,1,25,17.16,51.32,4.0,1.0,3
1296,54.0,0,20,20.1,33.9,0.0,0.0,3
1297,9.571428571428571,6,7,3.5714285714285716,6.0,85.71428571428571,0.0,1
1298,56.0,0,25,18.44,37.56,0.0,0.0,3
1299,61.89473684210526,2,19,13.473684210526315,48.421052631578945,10.526315789473683,2.0,3
1301,61.1875,1,16,18.25,42.9375,6.25,1.0,3
1302,44.5,2,56,10.410714285714286,34.089285714285715,3.571428571428571,0.0,3
1304,71.25,0,16,21.0,50.25,0.0,0.0,3
1305,61.15384615384615,0,26,18.653846153846153,42.5,0.0,0.0,3
1306,61.92307692307692,1,13,15.461538461538462,46.46153846153846,7.6923076923076925,1.0,3
1307,67.6875,0,16,17.4375,50.25,0.0,0.0,3
1308,42.333333333333336,1,3,11.333333333333334,31.0,33.33333333333333,1.0,0
1309,60.611111111111114,0,18,17.555555555555557,43.05555555555556,0.0,0.0,3
1310,47.833333333333336,3,30,14.866666666666667,32.96666666666667,10.0,3.0,3
1311,48.026315789473685,4,38,15.105263157894736,32.921052631578945,10.526315789473683,4.0,2
1312,60.38235294117647,5,34,14.205882352941176,46.1764705882353,14.705882352941178,5.0,2
1313,62.40909090909091,0,22,18.636363636363637,43.77272727272727,0.0,0.0,3
1314,58.5,0,24,18.541666666666668,39.958333333333336,0.0,0.0,3
1315,50.625,1,24,14.375,36.25,4.166666666666666,1.0,3
1317,56.47826086956522,3,23,15.782608695652174,40.69565217391305,13.043478260869565,3.0,3
1318,62.0,0,16,20.0625,41.9375,0.0,0.0,3
1319,77.5,0,10,19.3,58.2,0.0,0.0,3
1320,66.94117647058823,1,17,15.823529411764707,51.11764705882353,5.88235294117647,1.0,3
1321,61.17391304347826,5,23,17.043478260869566,44.130434782608695,21.73913043478261,4.0,3
1322,48.354838709677416,3,31,14.225806451612904,34.12903225806452,9.67741935483871,3.0,3
1323,58.46666666666667,4,15,16.733333333333334,41.733333333333334,26.666666666666668,3.0,3
1324,71.1,0,10,18.9,52.2,0.0,0.0,3
1325,68.0,1,16,17.9375,50.0625,6.25,0.0,3
1326,78.36363636363636,0,11,19.363636363636363,59.0,0.0,0.0,3
1327,43.111111111111114,4,27,14.481481481481481,28.62962962962963,14.814814814814813,3.0,2
1328,63.333333333333336,0,15,18.266666666666666,45.06666666666667,0.0,0.0,3
1330,84.28571428571429,0,7,23.142857142857142,61.142857142857146,0.0,0.0,3
1331,56.666666666666664,3,18,14.944444444444445,41.72222222222222,16.666666666666664,3.0,3
1333,40.86046511627907,8,43,12.348837209302326,28.511627906976745,18.6046511627907,4.0,2
1334,20.785714285714285,9,14,7.357142857142857,13.428571428571429,64.28571428571429,4.0,1
1335,51.476190476190474,0,21,19.095238095238095,32.38095238095238,0.0,0.0,3
1336,40.02173913043478,12,46,9.782608695652174,30.23913043478261,26.08695652173913,5.0,2
1337,23.928571428571427,9,14,7.785714285714286,16.142857142857142,64.28571428571429,4.0,1
1338,52.0,0,5,0.0,52.0,0.0,0.0,0
1339,53.0,0,31,13.96774193548387,39.03225806451613,0.0,0.0,3
1340,35.35,7,40,10.475,24.875,17.5,2.0,2
1344,55.25714285714286,2,35,14.514285714285714,40.74285714285714,5.714285714285714,0.0,3
1345,71.875,0,8,20.75,51.125,0.0,0.0,3
1346,0.0,6,6,0.0,0.0,100.0,6.0,1
1347,51.0,3,28,14.642857142857142,36.357142857142854,10.714285714285714,1.0,3
1348,62.7,0,20,17.5,45.2,0.0,0.0,3
1349,60.23809523809524,0,21,17.142857142857142,43.095238095238095,0.0,0.0,3
1350,50.76923076923077,4,26,14.0,36.76923076923077,15.384615384615385,3.0,3
1351,35.82857142857143,8,35,8.114285714285714,27.714285714285715,22.857142857142858,3.0,2
1352,53.0,3,35,14.057142857142857,38.94285714285714,8.571428571428571,3.0,3
1354,27.285714285714285,7,21,11.142857142857142,16.142857142857142,33.33333333333333,5.0,2
1355,47.333333333333336,5,42,14.714285714285714,32.61904761904762,11.904761904761903,3.0,2
1356,27.045454545454547,10,22,10.0,17.045454545454547,45.45454545454545,6.0,2
1357,50.47826086956522,5,23,15.826086956521738,34.65217391304348,21.73913043478261,5.0,2
1358,50.56,2,25,15.08,35.48,8.0,1.0,3
1360,82.77777777777777,0,9,21.22222222222222,61.55555555555556,0.0,0.0,3
1361,38.142857142857146,14,35,10.028571428571428,28.114285714285714,40.0,12.0,2
1362,67.0,1,9,18.333333333333332,48.666666666666664,11.11111111111111,1.0,3
1363,58.30434782608695,0,23,18.347826086956523,39.95652173913044,0.0,0.0,3
1365,50.29032258064516,6,31,13.548387096774194,36.74193548387097,19.35483870967742,4.0,2
1366,50.4,3,25,13.6,36.8,12.0,1.0,3
1367,46.6,0,5,16.2,30.4,0.0,0.0,3
1368,55.76470588235294,4,34,16.058823529411764,39.705882352941174,11.76470588235294,3.0,3
1370,40.51724137931034,5,29,15.137931034482758,25.379310344827587,17.24137931034483,2.0,2
1371,33.0,1,3,6.666666666666667,26.333333333333332,33.33333333333333,1.0,0
1372,37.275862068965516,6,29,12.448275862068966,24.82758620689655,20.689655172413794,5.0,2
1375,1.1666666666666667,6,6,1.1666666666666667,0.0,100.0,6.0,1
1376,68.85714285714286,0,14,16.357142857142858,52.5,0.0,0.0,3
1377,42.28125,7,32,13.28125,29.0,21.875,5.0,2
1379,65.24,1,25,17.44,47.8,4.0,1.0,3
1380,73.55555555555556,0,9,20.88888888888889,52.666666666666664,0.0,0.0,3
1381,50.84090909090909,5,44,14.613636363636363,36.22727272727273,11.363636363636363,4.0,2
1382,68.72727272727273,0,11,18.363636363636363,50.36363636363637,0.0,0.0,3
1383,64.54545454545455,0,11,16.454545454545453,48.09090909090909,0.0,0.0,3
1384,60.54545454545455,1,22,16.40909090909091,44.13636363636363,4.545454545454546,1.0,3
1385,17.153846153846153,9,13,6.846153846153846,10.307692307692308,69.23076923076923,4.0,1
1386,59.642857142857146,0,14,19.285714285714285,40.357142857142854,0.0,0.0,3
1389,45.75,3,16,14.25,31.5,18.75,2.0,3
1390,63.25,3,16,16.625,46.625,18.75,3.0,3
1391,64.73333333333333,0,15,17.6,47.13333333333333,0.0,0.0,3
1392,33.6764705882353,15,34,9.823529411764707,23.852941176470587,44.11764705882353,8.0,2
1393,25.4,9,15,7.266666666666667,18.133333333333333,60.0,4.0,1
1394,44.15151515151515,3,33,13.909090909090908,30.242424242424242,9.090909090909092,3.0,3
1396,59.0,0,23,12.782608695652174,46.21739130434783,0.0,0.0,3
1397,57.130434782608695,1,23,13.043478260869565,44.08695652173913,4.3478260869565215,1.0,3
1398,9.0,24,31,4.32258064516129,4.67741935483871,77.41935483870968,9.0,1
1399,33.41463414634146,10,41,8.414634146341463,25.0,24.390243902439025,7.0,2
1400,52.34782608695652,1,23,16.434782608695652,35.91304347826087,4.3478260869565215,1.0,3
1401,47.0,2,23,14.304347826086957,32.69565217391305,8.695652173913043,1.0,3
1402,67.18181818181819,2,11,18.545454545454547,48.63636363636363,18.181818181818183,2.0,3
1404,55.48,0,25,16.68,38.8,0.0,0.0,3
1405,51.55555555555556,1,27,12.444444444444445,39.111111111111114,3.7037037037037033,1.0,3
1408,54.03846153846154,1,26,17.26923076923077,36.76923076923077,3.8461538461538463,1.0,3
1409,59.142857142857146,0,21,18.142857142857142,41.0,0.0,0.0,3
1410,65.66666666666667,0,18,18.666666666666668,47.0,0.0,0.0,3
1412,71.14285714285714,0,14,18.642857142857142,52.5,0.0,0.0,3
1413,70.6875,0,16,19.0,51.6875,0.0,0.0,3
1414,66.23076923076923,0,13,21.76923076923077,44.46153846153846,0.0,0.0,3
1415,53.57142857142857,0,7,17.428571428571427,36.142857142857146,0.0,0.0,3
1417,46.18181818181818,2,33,15.030303030303031,31.151515151515152,6.0606060606060606,2.0,3
1418,48.57575757575758,3,33,15.393939393939394,33.18181818181818,9.090909090909092,2.0,3
1419,26.047619047619047,10,21,8.523809523809524,17.523809523809526,47.61904761904761,8.0,2
1420,24.0,9,15,8.0,16.0,60.0,4.0,1
1421,46.4,0,5,11.4,35.0,0.0,0.0,0
1423,73.35714285714286,0,28,14.142857142857142,59.214285714285715,0.0,0.0,3
1425,46.6,5,20,19.4,27.2,25.0,5.0,2
1427,40.577777777777776,14,45,7.733333333333333,32.84444444444444,31.11111111111111,9.0,2
1428,40.0,0,1,21.0,19.0,0.0,0.0,3
1429,36.94444444444444,9,18,9.38888888888889,27.555555555555557,50.0,4.0,2
1431,40.0,0,3,16.333333333333332,23.666666666666668,0.0,0.0,3
1433,56.5,0,6,16.333333333333332,40.166666666666664,0.0,0.0,3
1438,56.5,0,2,17.0,39.5,0.0,0.0,3
1442,50.0,0,3,15.0,35.0,0.0,0.0,3
1443,62.5,0,2,19.0,43.5,0.0,0.0,3
1450,46.63636363636363,0,11,16.272727272727273,30.363636363636363,0.0,0.0,3
1456,14.0,1,1,14.0,0.0,100.0,1.0,1
1457,50.666666666666664,0,3,19.0,31.666666666666668,0.0,0.0,3
1462,76.0,0,1,21.0,55.0,0.0,0.0,3
1469,72.0,0,1,19.0,53.0,0.0,0.0,3
1472,53.5,0,6,21.0,32.5,0.0,0.0,3
1474,8.6875,14,16,1.125,7.5625,87.5,6.0,1
1476,34.666666666666664,1,3,6.333333333333333,28.333333333333332,33.33333333333333,0.0,0
1478,55.0,0,1,23.0,32.0,0.0,0.0,3
1479,51.833333333333336,1,6,14.666666666666666,37.166666666666664,16.666666666666664,1.0,3
1483,78.0,0,2,8.5,69.5,0.0,0.0,0
1487,30.0,1,2,19.0,11.0,50.0,1.0,3
